seq_id,print_id,tile_id,saturated,centroids
603,SI266220200309225433,11,0,
604,SI266220200309225433,12,0,0.7777777777777778,316.8333333333333,18,151.5,299.0,6
605,SI266220200309225433,13,0,
606,SI266220200309225433,14,0,
607,SI266220200309225433,15,0,
608,SI266220200309225433,0,0,
609,SI266220200309225433,1,0,
610,SI266220200309225433,2,0,305.37735849056605,208.26415094339623,53,374.68666666666667,207.37333333333333,150,498.1875,243.625,16
611,SI266220200309225433,3,8551,298.4230769230769,121.61538461538461,52,374.5037037037037,143.21481481481482,135,488.77966101694915,128.1581920903955,177
612,SI266220200309225433,4,0,267.4583333333333,299.68055555555554,72
613,SI266220200309225433,5,0,
614,SI266220200309225433,6,0,1.0,242.64285714285714,14
615,SI266220200309225433,7,3269,20.260223048327138,142.86988847583643,269,137.72,194.6,25,246.60714285714286,103.96428571428571,28,270.32,159.76,50,277.625,124.625,8,407.0702875399361,169.0255591054313,313,399.6666666666667,102.66666666666667,12
616,SI266220200309225433,8,0,498.0,317.0,7
617,SI266220200309225433,9,53,104.44444444444444,462.6666666666667,9,149.92156862745097,449.03921568627453,51,154.7027027027027,498.1081081081081,37,250.54545454545453,464.54545454545456,11,251.4,498.2,5,313.15384615384613,498.05128205128204,39,326.1463414634146,472.4634146341463,41
618,SI266220200309225433,10,2,145.14666666666668,7.373333333333333,75,251.0,0.5,6,315.09375,0.9375,32,477.258064516129,212.93548387096774,31
619,SI266220200309225433,11,0,
620,SI266220200309225433,12,0,1.0,317.0,7,49.793103448275865,298.7586206896552,29
621,SI266220200309225433,13,0,
622,SI266220200309225433,14,0,1.0,210.0,5
623,SI266220200309225433,15,0,
624,SI266220200309225433,0,0,
625,SI266220200309225433,1,0,
626,SI266220200309225433,2,0,
627,SI266220200309225433,3,2009,344.31496062992125,115.37007874015748,127,340.0,155.28571428571428,7,363.6666666666667,163.11111111111111,9,453.0740740740741,98.66666666666667,27,450.5,182.71428571428572,14,494.18518518518516,101.18518518518519,27,492.3333333333333,144.83333333333334,18,498.22222222222223,177.77777777777777,9
628,SI266220200309225433,4,0,438.0833333333333,304.0,24
629,SI266220200309225433,5,0,
630,SI266220200309225433,6,0,437.11538461538464,380.34615384615387,26
631,SI266220200309225433,7,674,18.003355704697988,144.998322147651,596,267.95238095238096,107.47619047619048,21,411.46268656716416,142.48955223880597,335
632,SI266220200309225433,8,0,
633,SI266220200309225433,9,131,114.5625,498.3125,32,165.6530612244898,450.6326530612245,49,168.0,498.375,8,337.859375,455.671875,64,337.90909090909093,498.27272727272725,11
634,SI266220200309225433,10,0,114.70588235294117,0.7058823529411765,34,250.26315789473685,33.78947368421053,19,338.1818181818182,0.6363636363636364,11
635,SI266220200309225433,11,0,
636,SI266220200309225433,12,0,150.25,386.75,8,237.85714285714286,299.57142857142856,14
637,SI266220200309225433,13,0,
638,SI266220200309225433,14,0,
639,SI266220200309225433,15,0,
640,SI266220200309225433,0,0,
641,SI266220200309225433,1,0,
642,SI266220200309225433,2,0,
643,SI266220200309225433,3,1671,346.47919293820934,125.72005044136192,793,478.8,154.99416666666667,1200,450.0,94.45454545454545,11
644,SI266220200309225433,4,0,434.5,384.9736842105263,38
645,SI266220200309225433,5,0,
646,SI266220200309225433,6,0,275.6666666666667,448.0,9,437.4166666666667,463.8333333333333,24
647,SI266220200309225433,7,552,14.842105263157896,134.38633818589025,893,42.72727272727273,168.72727272727272,11,192.0,116.5,6,267.30434782608694,115.91304347826087,23,269.09859154929575,158.8450704225352,71,356.1489361702128,99.18085106382979,94,393.084407971864,165.39859320046892,853
648,SI266220200309225433,8,0,498.0,354.0,5
649,SI266220200309225433,9,26,56.92307692307692,480.6923076923077,13,164.63333333333333,498.1,30,252.75,447.125,32,256.0,498.0,5,338.0,498.0,5
650,SI266220200309225433,10,121,150.3658536585366,5.451219512195122,82,330.8354430379747,32.151898734177216,79
651,SI266220200309225433,11,0,
652,SI266220200309225433,12,0,151.46153846153845,299.15384615384613,13,236.8421052631579,384.3157894736842,19
653,SI266220200309225433,13,0,
654,SI266220200309225433,14,0,
655,SI266220200309225433,15,0,
656,SI266220200309225433,0,0,
657,SI266220200309225433,1,0,
658,SI266220200309225433,2,0,
659,SI266220200309225433,3,3715,302.97727272727275,133.2159090909091,88,367.3333333333333,95.77777777777777,36,359.2631578947368,163.0,38,481.062,140.78,500
660,SI266220200309225433,4,0,358.35087719298247,385.42105263157896,57
661,SI266220200309225433,5,0,370.0,78.78947368421052,19
662,SI266220200309225433,6,0,353.9117647058824,465.5882352941176,34,439.5,377.2,10
663,SI266220200309225433,7,542,8.843283582089553,140.51305970149255,536,164.16666666666666,135.16666666666666,6,188.5,144.0,8,206.86666666666667,116.6,15,214.0,150.1,10,236.0,160.0,5,267.46153846153845,108.74615384615385,130,261.0,168.0,13,392.1343873517786,140.62055335968378,253,415.875,137.125,8
664,SI266220200309225433,8,4,259.4776119402985,381.85074626865674,67,262.0,309.94736842105266,19,497.76,343.04,25
665,SI266220200309225433,9,36,56.8,486.6,5,80.36363636363636,469.8181818181818,11,128.17045454545453,497.625,88,157.55555555555554,448.0,9,284.94827586206895,498.0689655172414,58
666,SI266220200309225433,10,66,128.1734693877551,2.173469387755102,98,284.65277777777777,0.9861111111111112,72,271.72327044025155,33.880503144654085,159,497.8,2.2,5
667,SI266220200309225433,11,0,
668,SI266220200309225433,12,0,0.8888888888888888,343.94444444444446,18,157.9047619047619,385.3809523809524,21
669,SI266220200309225433,13,0,
670,SI266220200309225433,14,0,
671,SI266220200309225433,15,0,
672,SI266220200309225433,0,0,
673,SI266220200309225433,1,0,
674,SI266220200309225433,2,0,
675,SI266220200309225433,3,2176,195.2,72.4,5,326.06880733944956,124.75688073394495,218,450.42857142857144,97.71428571428571,7,450.92063492063494,164.66666666666666,63,497.1015037593985,135.00375939849624,266
676,SI266220200309225433,4,0,
677,SI266220200309225433,5,0,
678,SI266220200309225433,6,0,165.5,413.0,6
679,SI266220200309225433,7,49,3.770609318996416,132.54121863799284,279,206.02448979591836,131.74285714285713,245,346.76190476190476,111.33333333333333,21,366.5,90.66666666666667,12,440.6666666666667,116.83333333333333,6
680,SI266220200309225433,8,0,495.07142857142856,325.5238095238095,42
681,SI266220200309225433,9,77,71.03092783505154,482.0618556701031,97,116.6896551724138,498.2931034482759,58,104.4,462.93333333333334,15,287.92063492063494,498.04761904761904,63
682,SI266220200309225433,10,0,115.15584415584415,1.9870129870129871,77,282.69642857142856,0.9285714285714286,56,497.8,2.2,5
683,SI266220200309225433,11,0,
684,SI266220200309225433,12,0,0.9333333333333333,326.3,30
685,SI266220200309225433,13,0,
686,SI266220200309225433,14,0,
687,SI266220200309225433,15,0,
688,SI266220200309225433,0,0,
689,SI266220200309225433,1,0,
690,SI266220200309225433,2,0,
691,SI266220200309225433,3,5842,295.84,119.56,25,325.1578947368421,152.1578947368421,19,342.125,103.875,8,384.89285714285717,138.125,56,489.2035714285714,134.25357142857143,280
692,SI266220200309225433,4,0,
693,SI266220200309225433,5,0,
694,SI266220200309225433,6,0,276.8888888888889,451.8888888888889,9,351.77272727272725,379.72727272727275,22
695,SI266220200309225433,7,1195,13.02446483180428,140.2874617737003,327,165.08333333333334,126.33333333333333,12,267.42857142857144,157.0,28,359.6041666666667,95.04166666666667,48,437.3333333333333,179.26666666666668,15
696,SI266220200309225433,8,0,
697,SI266220200309225433,9,44,157.52,498.12,25,259.35955056179773,449.08988764044943,89,250.8,498.4,5
698,SI266220200309225433,10,0,157.83333333333334,9.566666666666666,60,339.0,35.529411764705884,17
699,SI266220200309225433,11,0,
700,SI266220200309225433,12,0,
701,SI266220200309225433,13,0,
702,SI266220200309225433,14,0,
703,SI266220200309225433,15,0,
704,SI266220200309225433,0,0,
705,SI266220200309225433,1,0,
706,SI266220200309225433,2,0,
707,SI266220200309225433,3,2531,283.52941176470586,125.41176470588235,17,316.2857142857143,114.0,7,316.4,147.2,5,380.35164835164835,121.81318681318682,91,340.3333333333333,155.66666666666666,6,364.2,163.4,5,452.7692307692308,182.6153846153846,13,498.3333333333333,144.55263157894737,114
708,SI266220200309225433,4,0,272.88235294117646,300.4117647058824,17,351.6,383.6,5
709,SI266220200309225433,5,0,255.5,286.0,6
710,SI266220200309225433,6,0,273.48,379.76,25,436.25714285714287,379.6857142857143,35
711,SI266220200309225433,7,861,14.75263157894737,133.2842105263158,190,254.8,161.0,10,265.9,130.9,10,276.8888888888889,98.88888888888889,9,351.4,182.8,5,428.34285714285716,110.38571428571429,70
712,SI266220200309225433,8,0,
713,SI266220200309225433,9,128,56.4,482.8,5,164.67605633802816,450.19718309859155,71,163.21052631578948,498.1578947368421,19,332.1458333333333,450.375,96,337.14285714285717,498.35714285714283,14
714,SI266220200309225433,10,12,159.75,0.8125,16,252.27272727272728,32.67272727272727,55,337.0,1.0,9
715,SI266220200309225433,11,0,
716,SI266220200309225433,12,0,151.1904761904762,384.6666666666667,21,236.4,299.95,20
717,SI266220200309225433,13,0,
718,SI266220200309225433,14,0,
719,SI266220200309225433,15,0,
720,SI266220200309225433,0,0,
721,SI266220200309225433,1,0,
722,SI266220200309225433,2,0,
723,SI266220200309225433,3,1732,287.3636363636364,126.72727272727273,33,362.0926517571885,117.10862619808307,313,340.2,155.4,5,389.3809523809524,135.28571428571428,21,479.4441247002398,141.27482014388488,2085
724,SI266220200309225433,4,0,166.2,334.6,5,437.5,380.5,8
725,SI266220200309225433,5,0,
726,SI266220200309225433,6,0,166.375,414.8125,16,275.7142857142857,446.14285714285717,7,437.8333333333333,463.8888888888889,18
727,SI266220200309225433,7,490,15.539236479321316,135.46500530222693,1886,166.78947368421052,131.57894736842104,19,266.14383561643837,139.16438356164383,146,357.3333333333333,157.44444444444446,9,418.6296296296296,129.76430976430976,297
728,SI266220200309225433,8,0,450.0833333333333,336.0833333333333,12,498.22222222222223,352.1111111111111,9
729,SI266220200309225433,9,44,60.23076923076923,482.46153846153845,39,111.0,498.1875,16,167.75,498.125,16,338.1818181818182,498.3636363636364,11
730,SI266220200309225433,10,64,109.85714285714286,0.7142857142857143,21,167.61111111111111,7.166666666666667,36,338.16901408450707,19.704225352112676,71
731,SI266220200309225433,11,0,
732,SI266220200309225433,12,0,0.7142857142857143,352.85714285714283,7,38.714285714285715,335.0,7,59.68421052631579,367.57894736842104,19,151.2,299.7,10,237.8695652173913,382.7826086956522,23
733,SI266220200309225433,13,0,
734,SI266220200309225433,14,0,
735,SI266220200309225433,15,0,
736,SI266220200309225433,0,0,
737,SI266220200309225433,1,0,
738,SI266220200309225433,2,0,452.5,166.21428571428572,28,497.8235294117647,167.73529411764707,34
739,SI266220200309225433,3,5447,248.1,93.7,20,318.49557522123894,113.26548672566372,113,352.6595744680851,159.72340425531914,94,484.3970588235294,131.2310924369748,476
740,SI266220200309225433,4,0,212.2,355.4,5,262.6304347826087,366.9782608695652,92
741,SI266220200309225433,5,50,409.4298780487805,461.8948170731707,656,393.0,292.2857142857143,7,424.7142857142857,306.57142857142856,7
742,SI266220200309225433,6,0,4.0,167.8780487804878,41
743,SI266220200309225433,7,1269,9.934108527131784,138.18798449612405,516,188.2,119.4,5,211.6,111.2,5,248.47368421052633,101.10526315789474,19,268.7692307692308,166.30769230769232,26,391.3784860557769,97.96812749003983,251
744,SI266220200309225433,8,0,259.5,349.1875,16,324.9836065573771,347.4836065573771,122,497.94736842105266,353.2105263157895,19
745,SI266220200309225433,9,59,56.46666666666667,478.6,15,135.23,498.34,100,119.37777777777778,458.31111111111113,45,155.9047619047619,446.95238095238096,21,297.7132352941176,498.0882352941176,136,497.8,463.2,5
746,SI266220200309225433,10,77,137.04513888888889,7.128472222222222,288,299.23571428571427,0.8928571428571429,140,497.7,1.3,10
747,SI266220200309225433,11,0,
748,SI266220200309225433,12,0,0.9166666666666666,354.4166666666667,12
749,SI266220200309225433,13,0,33.4,498.2,5,48.08,442.92,25
750,SI266220200309225433,14,0,0.8333333333333334,1.1666666666666667,6
751,SI266220200309225433,15,0,
752,SI266220200309225433,0,0,
753,SI266220200309225433,1,0,
754,SI266220200309225433,2,0,
755,SI266220200309225433,3,2751,330.6807692307692,126.3076923076923,260,483.76348547717845,146.50829875518673,482
756,SI266220200309225433,4,0,352.2741935483871,380.38709677419354,62
757,SI266220200309225433,5,0,
758,SI266220200309225433,6,0,40.0,378.0,5,165.0,415.5,8,277.7142857142857,378.0,7,350.94444444444446,458.48148148148147,54,439.04347826086956,378.2608695652174,23
759,SI266220200309225433,7,415,6.327225130890052,134.0104712041885,382,218.22540983606558,137.84016393442624,244,372.7130177514793,170.47337278106508,338,428.0175438596491,95.36842105263158,57
760,SI266220200309225433,8,0,472.5,322.0,6,498.0,337.3703703703704,27
761,SI266220200309225433,9,63,100.63636363636364,492.8636363636364,154,165.0909090909091,446.3181818181818,22,278.5130434782609,496.9130434782609,115,338.9268292682927,447.4634146341463,41
762,SI266220200309225433,10,54,119.16666666666667,2.192982456140351,114,261.3281853281853,14.181467181467182,259,497.7,1.3,10,498.0,432.5,6
763,SI266220200309225433,11,0,
764,SI266220200309225433,12,0,2.8333333333333335,341.8,30,61.666666666666664,305.0,6,151.30769230769232,383.15384615384613,26,234.23076923076923,298.2307692307692,13
765,SI266220200309225433,13,0,
766,SI266220200309225433,14,0,2.1538461538461537,1.2307692307692308,13
767,SI266220200309225433,15,0,
768,SI266220200309225433,0,0,
769,SI266220200309225433,1,0,
770,SI266220200309225433,2,0,
771,SI266220200309225433,3,2613,317.5725806451613,112.99193548387096,124,340.1666666666667,156.16666666666666,6,378.1304347826087,165.7826086956522,23,488.0,135.65322580645162,124
772,SI266220200309225433,4,0,277.8,371.6,5,440.1111111111111,386.8888888888889,9
773,SI266220200309225433,5,0,422.0,448.0,50
774,SI266220200309225433,6,0,35.21311475409836,247.86885245901638,61,166.04545454545453,415.6818181818182,22,352.4,380.6,15,438.7692307692308,466.61538461538464,13
775,SI266220200309225433,7,456,19.525,92.475,40,0.7246376811594203,166.56521739130434,69,40.3,179.0,10,178.16981132075472,123.66037735849056,53,277.0,167.28571428571428,7,356.125,94.75,32,438.4878048780488,170.90243902439025,41
776,SI266220200309225433,8,0,449.0,334.75,8,497.9,314.6,10
777,SI266220200309225433,9,92,67.58333333333333,477.2083333333333,24,160.625,498.2083333333333,24,254.4758064516129,458.96774193548384,124,339.14285714285717,498.2857142857143,7
778,SI266220200309225433,10,13,105.25,0.75,8,165.92857142857142,8.452380952380953,42,251.77777777777777,0.5555555555555556,9,338.52941176470586,34.5,34
779,SI266220200309225433,11,0,
780,SI266220200309225433,12,0,
781,SI266220200309225433,13,0,
782,SI266220200309225433,14,0,
783,SI266220200309225433,15,0,
784,SI266220200309225433,0,0,
785,SI266220200309225433,1,0,
786,SI266220200309225433,2,0,
787,SI266220200309225433,3,5098,281.34615384615387,123.11538461538461,26,369.168,123.592,125,453.1111111111111,184.66666666666666,9,492.35023041474653,123.71428571428571,217
788,SI266220200309225433,4,0,403.1666666666667,297.6666666666667,6,436.3939393939394,301.45454545454544,33
789,SI266220200309225433,5,0,22.125,469.875,8
790,SI266220200309225433,6,0,273.0,379.3333333333333,18,433.35714285714283,378.7857142857143,14
791,SI266220200309225433,7,1902,1.0397727272727273,133.82954545454547,176,40.299065420560744,146.21495327102804,107,251.76190476190476,116.76190476190476,21,250.2,161.0,10,274.7142857142857,94.42857142857143,7,382.22340425531917,179.22340425531914,94,385.2,130.6,5,425.59375,101.5625,32,440.0,182.71428571428572,7
792,SI266220200309225433,8,0,
793,SI266220200309225433,9,109,157.45238095238096,448.3809523809524,42,157.8181818181818,498.1363636363636,22,319.7631578947368,498.1842105263158,38,320.45631067961165,446.4271844660194,103
794,SI266220200309225433,10,0,160.05882352941177,0.8823529411764706,17,251.0,36.285714285714285,7,325.26666666666665,0.7666666666666667,30
795,SI266220200309225433,11,0,
796,SI266220200309225433,12,0,
797,SI266220200309225433,13,0,
798,SI266220200309225433,14,0,
799,SI266220200309225433,15,0,
800,SI266220200309225433,0,0,
801,SI266220200309225433,1,0,
802,SI266220200309225433,2,0,
803,SI266220200309225433,3,1421,282.0,126.88888888888889,18,343.42105263157896,103.24561403508773,57,366.2,155.84,25,387.6,120.4,5,478.38034865293184,125.80031695721078,631
804,SI266220200309225433,4,0,
805,SI266220200309225433,5,0,
806,SI266220200309225433,6,0,
807,SI266220200309225433,7,169,16.71408549404345,141.1261387526279,1427,187.25,120.75,8,217.0,119.16666666666667,6,268.66483516483515,137.63736263736263,182,415.30227743271223,141.2256728778468,483
808,SI266220200309225433,8,0,
809,SI266220200309225433,9,45,56.55,483.65,20,118.38636363636364,498.1136363636364,44
810,SI266220200309225433,10,0,116.1219512195122,0.6341463414634146,41
811,SI266220200309225433,11,0,
812,SI266220200309225433,12,0,
813,SI266220200309225433,13,0,
814,SI266220200309225433,14,0,
815,SI266220200309225433,15,0,
816,SI266220200309225433,0,0,
817,SI266220200309225433,1,0,
818,SI266220200309225433,2,0,
819,SI266220200309225433,3,1889,290.0769230769231,128.46153846153845,13,349.0121951219512,115.95121951219512,82,363.46153846153845,163.46153846153845,26,451.2,99.0,20,480.9307692307692,163.3846153846154,130,498.24,97.4,25
820,SI266220200309225433,4,0,271.8157894736842,367.94736842105266,38,434.55263157894734,385.2631578947368,38
821,SI266220200309225433,5,0,
822,SI266220200309225433,6,0,273.258064516129,449.06451612903226,31,437.1666666666667,464.9166666666667,12
823,SI266220200309225433,7,509,0.64,98.04,25,14.471698113207546,179.9811320754717,53,30.0,91.5,6,260.35616438356163,154.3972602739726,73,351.5,99.15384615384616,26,389.95,179.2,40,389.2142857142857,93.35714285714286,14,434.5,182.66666666666666,6
824,SI266220200309225433,8,0,498.2857142857143,354.14285714285717,7
825,SI266220200309225433,9,0,141.03174603174602,498.3095238095238,126,251.70833333333334,446.2916666666667,24
826,SI266220200309225433,10,129,141.5654761904762,6.056547619047619,336,326.63235294117646,32.31617647058823,136
827,SI266220200309225433,11,0,
828,SI266220200309225433,12,0,53.97435897435897,369.4102564102564,39,151.16666666666666,297.6666666666667,6,233.54054054054055,385.72972972972974,37
829,SI266220200309225433,13,0,
830,SI266220200309225433,14,0,
831,SI266220200309225433,15,0,
832,SI266220200309225433,0,0,
833,SI266220200309225433,1,0,
834,SI266220200309225433,2,0,383.2857142857143,379.0,7,496.53846153846155,168.96923076923076,65
835,SI266220200309225433,3,2801,329.68333333333334,153.41666666666666,120,357.1212121212121,99.96969696969697,66,481.00435729847493,141.16557734204792,459
836,SI266220200309225433,4,0,188.8,346.6,5,274.2307692307692,298.15384615384613,13,356.76666666666665,384.98333333333335,60
837,SI266220200309225433,5,0,
838,SI266220200309225433,6,26,25.054852320675106,173.53164556962025,474,167.4375,417.6875,16,275.7,378.5,20,352.9130434782609,463.5217391304348,46,437.65625,378.9375,32
839,SI266220200309225433,7,1246,14.123353293413174,129.81197604790418,835,249.61988304093566,126.72514619883042,342,399.2994923857868,142.8358714043993,591
840,SI266220200309225433,8,0,472.2,347.4,5,497.60869565217394,353.39130434782606,23,498.0,319.0,8
841,SI266220200309225433,9,44,108.8962962962963,495.22962962962964,135,165.31666666666666,447.26666666666665,60,275.86567164179104,498.04477611940297,67,336.74285714285713,446.6857142857143,35
842,SI266220200309225433,10,85,123.28813559322033,2.0254237288135593,118,260.589552238806,20.75,268,331.5,1.0,8,497.72727272727275,1.8181818181818181,11
843,SI266220200309225433,11,0,
844,SI266220200309225433,12,0,0.8666666666666667,353.1333333333333,15,152.6086956521739,383.2826086956522,46,233.47540983606558,298.3114754098361,61
845,SI266220200309225433,13,0,
846,SI266220200309225433,14,0,0.8571428571428571,2.0,7
847,SI266220200309225433,15,0,
848,SI266220200309225433,0,0,
849,SI266220200309225433,1,0,
850,SI266220200309225433,2,0,
851,SI266220200309225433,3,2581,314.47014925373134,119.23880597014926,134,453.14102564102564,132.1153846153846,78,498.3532338308458,138.97014925373134,201
852,SI266220200309225433,4,0,351.4,299.8,5
853,SI266220200309225433,5,0,
854,SI266220200309225433,6,0,166.26923076923077,414.4230769230769,26,351.5625,382.0625,16
855,SI266220200309225433,7,367,3.7287449392712553,130.53036437246965,247,40.81818181818182,180.72727272727272,11,187.63636363636363,123.30681818181819,88,211.6,151.2,5,236.0,159.5,8,267.8,94.0,5,352.24074074074076,106.37037037037037,54
856,SI266220200309225433,8,0,450.2857142857143,335.14285714285717,7,497.86842105263156,323.2894736842105,38
857,SI266220200309225433,9,79,74.85454545454546,476.8545454545455,110,109.14285714285714,498.25,28,128.08333333333334,454.8333333333333,12,266.6291390728477,477.13907284768214,151
858,SI266220200309225433,10,0,109.54285714285714,0.9428571428571428,35,252.66666666666666,0.8888888888888888,18,287.3333333333333,1.0,12,338.8888888888889,0.8888888888888888,9,340.125,35.125,8
859,SI266220200309225433,11,0,
860,SI266220200309225433,12,0,0.9285714285714286,322.60714285714283,28,151.66666666666666,302.8333333333333,6
861,SI266220200309225433,13,0,
862,SI266220200309225433,14,0,1.0,1.6,5
863,SI266220200309225433,15,0,
864,SI266220200309225433,0,0,
865,SI266220200309225433,1,0,
866,SI266220200309225433,2,0,497.8,162.4,5
867,SI266220200309225433,3,7485,352.6305418719212,131.32512315270935,203,472.4848484848485,184.24242424242425,33,493.01307189542484,122.60130718954248,153
868,SI266220200309225433,4,0,352.0,297.5,6
869,SI266220200309225433,5,0,2.0833333333333335,482.6666666666667,12
870,SI266220200309225433,6,0,
871,SI266220200309225433,7,2464,3.1333333333333333,124.81333333333333,150,3.0,184.28571428571428,7,41.13953488372093,166.7906976744186,43,186.875,129.4375,16,212.0,110.5,6,225.0,152.5,6,237.5,102.0,14,264.25,164.25,56,267.3157894736842,94.3157894736842,19,356.86206896551727,94.0,29,389.22222222222223,176.44444444444446,9,437.44444444444446,176.11111111111111,9
872,SI266220200309225433,8,0,
873,SI266220200309225433,9,15,141.49264705882354,498.2647058823529,136,156.91666666666666,446.9583333333333,24,259.4166666666667,498.1666666666667,12,251.9,445.9,10,330.8333333333333,498.0,6
874,SI266220200309225433,10,136,147.53614457831324,8.213855421686747,332,195.0,71.0,17,254.22222222222223,0.6666666666666666,9,325.73333333333335,1.0,15,339.57142857142856,34.714285714285715,7
875,SI266220200309225433,11,0,
876,SI266220200309225433,12,0,
877,SI266220200309225433,13,0,
878,SI266220200309225433,14,0,
879,SI266220200309225433,15,0,
880,SI266220200309225433,0,0,
881,SI266220200309225433,1,0,
882,SI266220200309225433,2,0,
883,SI266220200309225433,3,2140,305.3015873015873,116.93650793650794,63,316.5,148.0,6,363.7,97.7,10,365.0,160.0,6,386.48275862068965,114.6896551724138,29,479.6969696969697,108.93939393939394,99,457.25,183.9375,16,498.48571428571427,175.74285714285713,35
884,SI266220200309225433,4,0,272.9230769230769,300.61538461538464,13
885,SI266220200309225433,5,0,
886,SI266220200309225433,6,0,274.0,379.8181818181818,22,436.05,379.6,20
887,SI266220200309225433,7,622,16.957589285714285,139.20982142857142,448,188.5,143.0,6,268.9655172413793,114.82758620689656,29,358.1111111111111,110.66666666666667,9,425.48,107.88,25,435.5625,163.9375,16
888,SI266220200309225433,8,0,
889,SI266220200309225433,9,123,56.592592592592595,483.9259259259259,27,136.18867924528303,498.2830188679245,53,153.2,271.4,5,165.55769230769232,451.15384615384613,52,336.3838383838384,452.6363636363636,99,337.6666666666667,498.3333333333333,9
890,SI266220200309225433,10,0,130.05405405405406,0.7297297297297297,37,251.0,32.18181818181818,22,338.61538461538464,0.9230769230769231,13
891,SI266220200309225433,11,0,
892,SI266220200309225433,12,0,150.3125,386.1875,16,236.0,298.5,6
893,SI266220200309225433,13,0,
894,SI266220200309225433,14,0,
895,SI266220200309225433,15,0,
896,SI266220200309225433,0,0,
897,SI266220200309225433,1,0,
898,SI266220200309225433,2,0,
899,SI266220200309225433,3,1840,350.7455429497569,124.31442463533226,617,481.7165354330709,153.28937007874015,1016,453.6,94.46666666666667,15
900,SI266220200309225433,4,0,436.10714285714283,382.85714285714283,28
901,SI266220200309225433,5,0,
902,SI266220200309225433,6,0,275.0,447.0,11,350.8888888888889,379.3333333333333,9,438.10526315789474,462.0,19
903,SI266220200309225433,7,471,15.716076696165192,136.7566371681416,1356,167.85714285714286,130.21428571428572,14,266.9122807017544,146.05263157894737,57,409.2054794520548,153.91095890410958,146,350.88235294117646,96.0,17,385.0,146.0,12
904,SI266220200309225433,8,0,450.3333333333333,334.5833333333333,12,498.0,352.0,5
905,SI266220200309225433,9,32,57.833333333333336,481.1666666666667,36,110.375,498.0,8,164.2,498.4,25,338.4166666666667,498.0833333333333,12
906,SI266220200309225433,10,137,110.3,0.7,20,161.42857142857142,3.892857142857143,28,335.7457627118644,30.966101694915253,59,337.45454545454544,0.8181818181818182,11
907,SI266220200309225433,11,0,
908,SI266220200309225433,12,0,58.125,368.875,8,151.05263157894737,299.05263157894734,19,236.95833333333334,383.5416666666667,24
909,SI266220200309225433,13,0,
910,SI266220200309225433,14,0,
911,SI266220200309225433,15,0,
912,SI266220200309225433,0,0,
913,SI266220200309225433,1,0,497.8,91.4,5
914,SI266220200309225433,2,0,497.9016393442623,186.62295081967213,61,497.82608695652175,247.6086956521739,23
915,SI266220200309225433,3,4984,294.92857142857144,119.64285714285714,14,354.7936507936508,100.25396825396825,63,349.3790322580645,158.5483870967742,124,484.6266318537859,134.2532637075718,766
916,SI266220200309225433,4,0,360.92105263157896,385.9736842105263,38
917,SI266220200309225433,5,0,0.8888888888888888,91.55555555555556,9,20.166666666666668,477.8333333333333,12,383.38461538461536,227.3846153846154,13,420.0,76.22727272727273,22
918,SI266220200309225433,6,0,5.877551020408164,208.6734693877551,98,38.0,162.94444444444446,18,354.1111111111111,466.3703703703704,27
919,SI266220200309225433,7,2046,11.254658385093167,140.5248447204969,644,260.3135135135135,108.6972972972973,185,260.5833333333333,168.08333333333334,12,350.8333333333333,97.33333333333333,12,351.0,132.16666666666666,6,355.4761904761905,182.28571428571428,42,407.8,184.4,5,436.07272727272726,136.12727272727273,55
920,SI266220200309225433,8,0,497.85714285714283,353.35714285714283,14,498.0,317.5,8
921,SI266220200309225433,9,8,129.46153846153845,498.11538461538464,26,281.96875,498.03125,64
922,SI266220200309225433,10,69,114.734375,3.1875,64,152.2,18.6,5,282.241935483871,1.0,62,276.0595238095238,34.19642857142857,168
923,SI266220200309225433,11,0,
924,SI266220200309225433,12,0,0.75,353.75,8,150.83333333333334,298.1666666666667,6,153.55555555555554,385.1111111111111,18,210.0,320.7142857142857,7
925,SI266220200309225433,13,0,
926,SI266220200309225433,14,0,
927,SI266220200309225433,15,0,
928,SI266220200309225433,0,0,
929,SI266220200309225433,1,0,
930,SI266220200309225433,2,0,
931,SI266220200309225433,3,2143,328.31799163179915,127.39330543933055,239,450.1333333333333,169.75555555555556,45,450.53846153846155,113.5,26,498.1434599156118,140.57805907172997,237
932,SI266220200309225433,4,0,350.7142857142857,385.14285714285717,7
933,SI266220200309225433,5,0,
934,SI266220200309225433,6,0,165.0,415.0,7
935,SI266220200309225433,7,65,5.125,133.90357142857144,280,102.3,104.3,10,216.6156862745098,130.53333333333333,255,352.45454545454544,175.5909090909091,66,428.8,94.0,5
936,SI266220200309225433,8,0,497.6666666666667,327.8888888888889,45
937,SI266220200309225433,9,44,69.24,489.2,25,104.16666666666667,463.6666666666667,12,119.91549295774648,498.2112676056338,71,128.16666666666666,454.1666666666667,6,282.1216216216216,497.8783783783784,74
938,SI266220200309225433,10,0,116.32142857142857,1.5238095238095237,84,266.75694444444446,12.1875,144,497.3636363636364,1.4545454545454546,11
939,SI266220200309225433,11,0,
940,SI266220200309225433,12,0,5.3076923076923075,316.1923076923077,26
941,SI266220200309225433,13,0,
942,SI266220200309225433,14,0,
943,SI266220200309225433,15,0,
944,SI266220200309225433,0,0,
945,SI266220200309225433,1,0,
946,SI266220200309225433,2,0,
